sleeping.category,p20,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,2017,MMR,11975116.5466684,41817787.841063,0.286364180529641,Not P20
5 people per room or more,P20,2017,MMR,4350097.11279996,10655718.7879137,0.408240607638227,P20
5 people per room or more,Not P20,2018,MMR,12607330.5078321,43580465.8642964,0.289288566742025,Not P20
5 people per room or more,P20,2018,MMR,3817522.07998346,9213306.34136359,0.414348762381265,P20
5 people per room or more,Not P20,2000,MOZ,1193928.83693809,12672026.0031348,0.0942176757404649,Not P20
5 people per room or more,P20,2000,MOZ,4131428.3945985,21928793.0216032,0.188401996887308,P20
5 people per room or more,Not P20,2001,MOZ,1218848.52811515,12787687.3663477,0.0953142263489091,Not P20
5 people per room or more,P20,2001,MOZ,4273834.29040222,22805960.0531497,0.187399884961737,P20
5 people per room or more,Not P20,2002,MOZ,1276656.93425999,12972836.3400049,0.098410008482348,Not P20
5 people per room or more,P20,2002,MOZ,4395192.04728108,23681687.2896314,0.1855945479529,P20
5 people per room or more,Not P20,2003,MOZ,1302695.13344072,13138261.8624794,0.0991527758448011,Not P20
5 people per room or more,P20,2003,MOZ,4585698.78738816,24618032.1104342,0.186273978635544,P20
5 people per room or more,Not P20,2004,MOZ,1237730.32287151,13103961.7473208,0.0944546654468503,Not P20
5 people per room or more,P20,2004,MOZ,4821352.21246998,25756893.5665977,0.187186867080992,P20
5 people per room or more,Not P20,2005,MOZ,1275674.25863728,13019085.016782,0.0979849395708603,Not P20
5 people per room or more,P20,2005,MOZ,5049813.57077516,26974021.0169923,0.187210263074757,P20
5 people per room or more,Not P20,2006,MOZ,1311744.02285037,13604969.8621442,0.0964165327922036,Not P20
5 people per room or more,P20,2006,MOZ,5187992.5446921,27519505.6281097,0.188520557556559,P20
5 people per room or more,Not P20,2007,MOZ,1388452.32165173,14287429.1768567,0.0971799967975196,Not P20
5 people per room or more,P20,2007,MOZ,5250547.20619447,28009930.0785757,0.187453063662252,P20
5 people per room or more,Not P20,2008,MOZ,1540981.59349041,15196059.4230469,0.101406657514994,Not P20
5 people per room or more,P20,2008,MOZ,5366565.10717207,28276331.0154536,0.189790008620253,P20
5 people per room or more,Not P20,2009,MOZ,1448488.81144259,15062936.2054158,0.0961624474597319,Not P20
5 people per room or more,P20,2009,MOZ,5667583.39649497,29635760.5513335,0.191241368234093,P20
5 people per room or more,Not P20,2010,MOZ,1467994.99151404,15223559.9064485,0.0964291532686924,Not P20
5 people per room or more,P20,2010,MOZ,5822138.40168439,30725281.9472467,0.189490153798446,P20
5 people per room or more,Not P20,2011,MOZ,1384549.13235214,14728437.496057,0.0940051606100649,Not P20
5 people per room or more,P20,2011,MOZ,6108802.09631013,32510172.9369025,0.187904324845224,P20
5 people per room or more,Not P20,2012,MOZ,574478.376423868,7449267.73954098,0.0771187714699147,Not P20
5 people per room or more,P20,2012,MOZ,4064702.8090524,23820193.858296,0.170641046552052,P20
5 people per room or more,Not P20,2013,MOZ,581579.371910516,7531912.883356,0.0772153609471092,Not P20
5 people per room or more,P20,2013,MOZ,4621823.93281231,26890832.675993,0.171873589356661,P20
5 people per room or more,Not P20,2014,MOZ,616922.31972649,8027160.10039915,0.0768543684205094,Not P20
5 people per room or more,P20,2014,MOZ,5200787.63505004,29729669.7343951,0.174935937113122,P20
5 people per room or more,Not P20,2015,MOZ,828146.970092914,11386933.9561865,0.0727278276381841,Not P20
5 people per room or more,P20,2015,MOZ,7220815.40796457,41630211.4403845,0.17345132676794,P20
5 people per room or more,Not P20,2016,MOZ,833380.292629084,11374993.6576976,0.07326424239939,Not P20
5 people per room or more,P20,2016,MOZ,7446123.83794231,43185612.5740476,0.172421401344601,P20
5 people per room or more,Not P20,2017,MOZ,827017.21242389,11435981.5128844,0.0723171169428815,Not P20
5 people per room or more,P20,2017,MOZ,7712158.52792424,44731868.7993278,0.172408592239279,P20
5 people per room or more,Not P20,2018,MOZ,799364.244495781,11450674.0022032,0.0698093618193987,Not P20
5 people per room or more,P20,2018,MOZ,7993640.2707883,46375614.5071076,0.172367317516907,P20
5 people per room or more,Not P20,2000,MWI,290702.988141112,3997491.59138631,0.0727213507509336,Not P20
5 people per room or more,P20,2000,MWI,1292953.49651712,7151266.4086137,0.180800633431829,P20
5 people per room or more,Not P20,2001,MWI,243932.983266924,3613973.99783827,0.0674971605807995,Not P20
5 people per room or more,P20,2001,MWI,1379957.40278441,7818026.00216174,0.176509697256423,P20
5 people per room or more,Not P20,2002,MWI,208911.648911615,3219166.68533098,0.0648961887756787,Not P20
5 people per room or more,P20,2002,MWI,1454988.48711319,8494497.31466901,0.171286002363035,P20
5 people per room or more,Not P20,2003,MWI,186333.474491562,3065595.52113471,0.0607821459833658,Not P20
5 people per room or more,P20,2003,MWI,1518265.76945314,8934585.4788653,0.169931304932343,P20
5 people per room or more,Not P20,2004,MWI,171397.065641967,2916366.3910979,0.0587707587651368,Not P20
5 people per room or more,P20,2004,MWI,1576051.88983047,9385471.60890212,0.167924634531481,P20
5 people per room or more,Not P20,2005,MWI,160924.93318531,2778257.34226905,0.0579229759378158,Not P20
5 people per room or more,P20,2005,MWI,1632563.70113464,9847694.65773094,0.165781307999126,P20
5 people per room or more,Not P20,2006,MWI,157498.409019441,2785608.45043551,0.0565400384949353,Not P20
5 people per room or more,P20,2006,MWI,1685386.91967403,10188090.5495645,0.165427163360467,P20
5 people per room or more,Not P20,2007,MWI,156359.770440196,2779326.5002794,0.0562581511832012,Not P20
5 people per room or more,P20,2007,MWI,1738814.34572163,10562479.4997206,0.164621796025036,P20
5 people per room or more,Not P20,2008,MWI,157535.095212331,2776401.23066947,0.0567407525512245,Not P20
5 people per room or more,P20,2008,MWI,1792481.40161851,10951488.7693305,0.163674678335819,P20
5 people per room or more,Not P20,2009,MWI,155793.304224832,2721730.64119433,0.0572405299285854,Not P20
5 people per room or more,P20,2009,MWI,1851079.95304801,11406424.3588057,0.162283980923346,P20
5 people per room or more,Not P20,2010,MWI,152790.797395532,2664189.14273572,0.0573498311154586,Not P20
5 people per room or more,P20,2010,MWI,1912529.01923468,11875422.8572643,0.161049340492728,P20
5 people per room or more,Not P20,2011,MWI,137862.117433233,2505755.86969539,0.0550181759925367,Not P20
5 people per room or more,P20,2011,MWI,1987472.89234837,12456356.1303046,0.159554918915101,P20
5 people per room or more,Not P20,2012,MWI,107406.848889132,2240829.14847818,0.0479317439092024,Not P20
5 people per room or more,P20,2012,MWI,2079561.70456593,13155175.8515218,0.158079354319339,P20
5 people per room or more,Not P20,2013,MWI,97643.0547412854,2165458.00421428,0.0450911791183476,Not P20
5 people per room or more,P20,2013,MWI,2152290.17226894,13673810.9957857,0.1574023637545,P20
5 people per room or more,Not P20,2014,MWI,91229.3498180031,2124616.72491502,0.0429392034564033,Not P20
5 people per room or more,P20,2014,MWI,2222663.87964304,14164923.275085,0.156913231118769,P20
5 people per room or more,Not P20,2015,MWI,91229.718714391,2083513.23333169,0.0437864839324816,Not P20
5 people per room or more,P20,2015,MWI,2287403.63968454,14661789.7666683,0.15601121528046,P20
5 people per room or more,Not P20,2016,MWI,89542.1550052924,2046661.14003533,0.0437503567413933,Not P20
5 people per room or more,P20,2016,MWI,2354431.20016745,15158627.8599646,0.155319546196244,P20
5 people per room or more,Not P20,2017,MWI,88292.3814270744,1988438.64001409,0.0444028694928442,Not P20
5 people per room or more,P20,2017,MWI,2421729.07877477,15681821.3599859,0.154429069378006,P20
5 people per room or more,Not P20,2018,MWI,80145.7260414177,1921629.82524591,0.0417071618000941,Not P20
5 people per room or more,P20,2018,MWI,2497072.15355978,16221685.1747541,0.15393420145066,P20
5 people per room or more,Not P20,2000,NAM,285786.216835803,2391708.83838746,0.119490387897084,Not P20
5 people per room or more,P20,2000,NAM,173511.523531618,1190512.95219957,0.145745179177631,P20
5 people per room or more,Not P20,2001,NAM,288834.384578503,2411915.24733111,0.119753123538694,Not P20
5 people per room or more,P20,2001,NAM,177946.949175906,1228384.05649744,0.144862633339036,P20
5 people per room or more,Not P20,2002,NAM,290863.227672342,2432413.71396732,0.119578024906766,Not P20
5 people per room or more,P20,2002,NAM,183064.198534688,1263479.45121865,0.14488894010751,P20
5 people per room or more,Not P20,2003,NAM,297210.650732881,2486128.76770158,0.11954756913402,Not P20
5 people per room or more,P20,2003,NAM,183586.330337227,1264826.89679695,0.14514739590227,P20
5 people per room or more,Not P20,2004,NAM,303670.527957877,2542530.55880312,0.119436333579734,Not P20
5 people per room or more,P20,2004,NAM,184961.14450491,1265559.62015775,0.146149688690174,P20
5 people per room or more,Not P20,2005,NAM,312306.652239468,2604808.53448083,0.119896202774733,Not P20
5 people per room or more,P20,2005,NAM,183933.552152081,1264307.34356572,0.145481676657303,P20
5 people per room or more,Not P20,2006,NAM,320273.878403178,2671168.98579348,0.119900268424253,Not P20
5 people per room or more,P20,2006,NAM,184949.302363841,1263804.54020822,0.14634328053084,P20
5 people per room or more,Not P20,2007,NAM,326337.716760155,2750987.37539572,0.118625668615877,Not P20
5 people per room or more,P20,2007,NAM,187543.198478518,1254256.05675954,0.149525447748723,P20
5 people per room or more,Not P20,2008,NAM,314610.077499918,2648048.9945448,0.118808253981721,Not P20
5 people per room or more,P20,2008,NAM,179205.237736282,1167163.24187461,0.153539137720321,P20
5 people per room or more,Not P20,2009,NAM,313736.288100336,2639758.67233954,0.118850367417215,Not P20
5 people per room or more,P20,2009,NAM,182520.521885708,1184125.32845572,0.154139530250351,P20
5 people per room or more,Not P20,2010,NAM,312045.877566058,2631853.40988446,0.118565067641726,Not P20
5 people per room or more,P20,2010,NAM,185702.836355619,1201105.48403315,0.154609931287678,P20
5 people per room or more,Not P20,2011,NAM,308313.878083579,2613557.05417202,0.11796715039812,Not P20
5 people per room or more,P20,2011,NAM,190903.039382227,1227666.63802131,0.155500714501711,P20
5 people per room or more,Not P20,2012,NAM,314292.191738273,2655499.96912646,0.118355185611868,Not P20
5 people per room or more,P20,2012,NAM,186863.103219213,1183899.98918897,0.157836899168505,P20
5 people per room or more,Not P20,2013,NAM,372422.840895038,3090740.8354234,0.120496301930802,Not P20
5 people per room or more,P20,2013,NAM,226963.615965393,1367931.8769399,0.165917338276463,P20
5 people per room or more,Not P20,2014,NAM,392646.843119981,3201875.65042029,0.122630259881716,Not P20
5 people per room or more,P20,2014,NAM,215326.744682861,1336496.91887317,0.16111278794747,P20
5 people per room or more,Not P20,2015,NAM,405941.434035436,3320730.19957301,0.122244629837026,Not P20
5 people per room or more,P20,2015,NAM,212193.709889198,1300440.00471153,0.163170703085428,P20
5 people per room or more,Not P20,2016,NAM,400155.582373837,3313043.3114731,0.120781874776009,Not P20
5 people per room or more,P20,2016,NAM,228114.434449974,1394243.2189685,0.163611650640653,P20
5 people per room or more,Not P20,2017,NAM,392721.133399946,3287387.98221245,0.119462970457062,Not P20
5 people per room or more,P20,2017,NAM,249330.15753723,1508871.81978107,0.165242768980473,P20
5 people per room or more,Not P20,2018,NAM,393230.114648653,3258399.56981976,0.120681980899723,Not P20
5 people per room or more,P20,2018,NAM,259242.677827757,1628996.96753706,0.159142517140296,P20
5 people per room or more,Not P20,2000,NER,1622727.74028819,9696179.54404112,0.167357435257627,Not P20
5 people per room or more,P20,2000,NER,3384748.78168716,12963850.9306034,0.26109130688142,P20
5 people per room or more,Not P20,2001,NER,1709605.98415644,10077492.054433,0.169645976888108,Not P20
5 people per room or more,P20,2001,NER,3485690.38720616,13422040.182723,0.259698998047478,P20
5 people per room or more,Not P20,2002,NER,1758166.04641294,10395665.4763826,0.169124915610956,Not P20
5 people per room or more,P20,2002,NER,3632794.69321401,13980983.4047375,0.259838280902546,P20
5 people per room or more,Not P20,2003,NER,1812199.91325929,10539546.4523472,0.171942874530025,Not P20
5 people per room or more,P20,2003,NER,3753185.24624135,14752979.7982657,0.254401842716721,P20
5 people per room or more,Not P20,2004,NER,1763923.73482757,10490448.886016,0.168145686995236,Not P20
5 people per room or more,P20,2004,NER,3989973.90023662,15757811.3104975,0.253206097066195,P20
5 people per room or more,Not P20,2005,NER,1667118.19334453,10215007.9152747,0.163202829324455,Not P20
5 people per room or more,P20,2005,NER,4311493.38300597,17030218.6163298,0.253167236436519,P20
5 people per room or more,Not P20,2006,NER,1764143.97152152,10660226.1146145,0.165488419528268,Not P20
5 people per room or more,P20,2006,NER,4515514.28235468,17623867.0503838,0.256215861674713,P20
5 people per room or more,Not P20,2007,NER,870135.678876509,4870637.04128384,0.178649255015552,Not P20
5 people per room or more,P20,2007,NER,2707095.25970982,11491464.7818918,0.235574429464872,P20
5 people per room or more,Not P20,2008,NER,980477.429727959,5311526.18620339,0.184594294625664,Not P20
5 people per room or more,P20,2008,NER,2799979.0068769,11726907.4649898,0.238765336490983,P20
5 people per room or more,Not P20,2009,NER,1119521.59758123,6000245.16192787,0.18657930923968,Not P20
5 people per room or more,P20,2009,NER,2859417.37051613,11678686.6989913,0.244840660959173,P20
5 people per room or more,Not P20,2010,NER,1214351.7261962,6835793.31769073,0.177646056537946,Not P20
5 people per room or more,P20,2010,NER,2963878.65823078,11569337.398158,0.256183959048742,P20
5 people per room or more,Not P20,2011,NER,1234162.87303617,6904579.78864633,0.178745544379919,Not P20
5 people per room or more,P20,2011,NER,3157516.6122218,12251025.554974,0.257734880892468,P20
5 people per room or more,Not P20,2012,NER,2972689.94351114,15783625.4695039,0.188340121808819,Not P20
5 people per room or more,P20,2012,NER,4633185.16553784,19765936.527033,0.234402511573445,P20
5 people per room or more,Not P20,2013,NER,3103712.03757462,15137853.8260445,0.205029859135958,Not P20
5 people per room or more,P20,2013,NER,4825682.80795144,21828948.3623236,0.221068039002762,P20
5 people per room or more,Not P20,2014,NER,3193750.7530695,15445575.4311633,0.20677447514359,Not P20
5 people per room or more,P20,2014,NER,5062836.2706413,22991411.5334009,0.220205543417211,P20
5 people per room or more,Not P20,2015,NER,3290523.4061761,15831033.5565259,0.207852721329094,Not P20
5 people per room or more,P20,2015,NER,5272868.0785906,24127332.3375089,0.218543351781717,P20
5 people per room or more,Not P20,2016,NER,3340740.52353203,16255128.6042358,0.205519169049298,Not P20
5 people per room or more,P20,2016,NER,5515726.58900607,25276473.8436301,0.218215824846791,P20
5 people per room or more,Not P20,2017,NER,3269943.46885403,16365643.6372475,0.199805369182779,Not P20
5 people per room or more,P20,2017,NER,5930824.61448959,26790980.0617076,0.221373932600791,P20
5 people per room or more,Not P20,2018,NER,3385618.81168878,16594474.3040395,0.204020853547897,Not P20
5 people per room or more,P20,2018,NER,6197989.63814194,28240961.572307,0.219468080868028,P20
5 people per room or more,Not P20,2000,NGA,9459454.16376784,50539089.1471764,0.187171045687442,Not P20
5 people per room or more,P20,2000,NGA,10269140.6177778,71657856.7099037,0.143307950994835,P20
