sleeping.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,Male,2016,COM,25712.2304952194,259954.89969041,0.0989103514718939,Not P20 Male
5 people per room or more,P20,Male,2016,COM,31960.2217207499,145231.28405133,0.220064305907079,P20 Male
5 people per room or more,Not P20,Female,2016,COM,23790.5724884634,246161.906929341,0.0966460358762669,Not P20 Female
5 people per room or more,P20,Female,2016,COM,34411.6736222374,143680.336474553,0.239501621910052,P20 Female
5 people per room or more,Not P20,Male,2017,COM,25130.8465692681,263140.387441953,0.0955035705980779,Not P20 Male
5 people per room or more,P20,Male,2017,COM,33868.1723738079,151365.783381701,0.223750517568439,P20 Male
5 people per room or more,Not P20,Female,2017,COM,23995.9728957082,249343.628958894,0.0962365591449063,Not P20 Female
5 people per room or more,P20,Female,2017,COM,35545.0261232996,149465.664207053,0.237813991005048,P20 Female
5 people per room or more,Not P20,Male,2018,COM,24226.5250043147,264625.944481877,0.0915500747734652,Not P20 Male
5 people per room or more,P20,Male,2018,COM,36108.4843639293,159266.420982196,0.226717497268089,P20 Male
5 people per room or more,Not P20,Female,2018,COM,24539.3444738388,253846.314418313,0.0966700837476036,Not P20 Female
5 people per room or more,P20,Female,2018,COM,36349.9177200378,153993.728863188,0.236048039023278,P20 Female
5 people per room or more,Not P20,Male,2000,DOM,879300.360237875,7269049.73688773,0.120964966820319,Not P20 Male
5 people per room or more,P20,Male,2000,DOM,137258.977815979,481065.162680386,0.285323046572741,P20 Male
5 people per room or more,Not P20,Female,2000,DOM,901541.898953018,7705725.90840754,0.116996362142776,Not P20 Female
5 people per room or more,P20,Female,2000,DOM,91123.6221595634,346187.119446534,0.263220718047648,P20 Female
5 people per room or more,Not P20,Male,2001,DOM,929036.645291904,7415663.64892813,0.125280310606615,Not P20 Male
5 people per room or more,P20,Male,2001,DOM,115464.053442421,479282.376444271,0.240910284035546,P20 Male
5 people per room or more,Not P20,Female,2001,DOM,924713.162608698,7795840.60745674,0.11861622231273,Not P20 Female
5 people per room or more,P20,Female,2001,DOM,86864.8302097941,351624.969768847,0.247038287033193,P20 Female
5 people per room or more,Not P20,Male,2002,DOM,929352.073690437,7564284.34152372,0.122860541953561,Not P20 Male
5 people per room or more,P20,Male,2002,DOM,85788.8021715878,476737.272078921,0.179949853296526,P20 Male
5 people per room or more,Not P20,Female,2002,DOM,905975.144823975,7865849.58854803,0.115178295062112,Not P20 Female
5 people per room or more,P20,Female,2002,DOM,81640.0169524714,375295.868179721,0.217535080651023,P20 Female
5 people per room or more,Not P20,Male,2003,DOM,907363.489685029,7610159.43291283,0.119230549331308,Not P20 Male
5 people per room or more,P20,Male,2003,DOM,86037.6113870822,500866.961344515,0.171777374087772,P20 Male
5 people per room or more,Not P20,Female,2003,DOM,893183.657147718,7952508.79227779,0.112314702250318,Not P20 Female
5 people per room or more,P20,Female,2003,DOM,84187.4614072065,464863.237243982,0.181101568509323,P20 Female
5 people per room or more,Not P20,Male,2004,DOM,852008.716049738,7645460.25738524,0.11143982015036,Not P20 Male
5 people per room or more,P20,Male,2004,DOM,98534.9673773996,544899.969424203,0.180831295478915,P20 Male
5 people per room or more,Not P20,Female,2004,DOM,843936.093103753,8093307.24561508,0.104275800669868,Not P20 Female
5 people per room or more,P20,Female,2004,DOM,90672.8820942454,507255.206231508,0.178751998955064,P20 Female
5 people per room or more,Not P20,Male,2005,DOM,836144.600176983,7819259.08464705,0.106933993505693,Not P20 Male
5 people per room or more,P20,Male,2005,DOM,106065.46683589,579258.837460802,0.183105478892357,P20 Male
5 people per room or more,Not P20,Female,2005,DOM,857668.788996389,8102373.09517983,0.105854023126462,Not P20 Female
5 people per room or more,P20,Female,2005,DOM,93848.2809953656,524681.396851863,0.178867178364745,P20 Female
5 people per room or more,Not P20,Male,2006,DOM,848406.751656996,7814638.5981106,0.108566345200163,Not P20 Male
5 people per room or more,P20,Male,2006,DOM,104625.175455541,642768.545930573,0.16277270584868,P20 Male
5 people per room or more,Not P20,Female,2006,DOM,826293.631577508,8194693.49214581,0.100832768470165,Not P20 Female
5 people per room or more,P20,Female,2006,DOM,96359.201072511,574500.567822725,0.167726903104202,P20 Female
5 people per room or more,Not P20,Male,2007,DOM,861500.515502549,7903418.59103712,0.109003528736227,Not P20 Male
5 people per room or more,P20,Male,2007,DOM,127974.575598011,703418.015299239,0.181932468055385,P20 Male
5 people per room or more,Not P20,Female,2007,DOM,841371.699033947,8290834.67309725,0.10148214651585,Not P20 Female
5 people per room or more,P20,Female,2007,DOM,100666.234694341,542709.680674564,0.18548818692384,P20 Female
5 people per room or more,Not P20,Male,2008,DOM,284882.4700248,4422131.56640734,0.0644219797051958,Not P20 Male
5 people per room or more,P20,Male,2008,DOM,41203.4592394926,211984.2218132,0.194370405905969,P20 Male
5 people per room or more,Not P20,Female,2008,DOM,277538.253381586,4591406.18050164,0.0604473319220177,Not P20 Female
5 people per room or more,P20,Female,2008,DOM,36554.2143176313,157453.483841817,0.232158815579813,P20 Female
5 people per room or more,Not P20,Male,2009,DOM,291359.63404444,4494900.78130788,0.0648200367972667,Not P20 Male
5 people per room or more,P20,Male,2009,DOM,37856.45298116,197237.122278957,0.191933711786866,P20 Male
5 people per room or more,Not P20,Female,2009,DOM,282168.287647333,4656421.19620551,0.0605976727099493,Not P20 Female
5 people per room or more,P20,Female,2009,DOM,32294.1565796647,142169.333962289,0.227152759878799,P20 Female
5 people per room or more,Not P20,Male,2010,DOM,297454.252165338,4564980.14132296,0.0651600320169485,Not P20 Male
5 people per room or more,P20,Male,2010,DOM,35044.1422226998,182431.953487846,0.192094320938325,P20 Male
5 people per room or more,Not P20,Female,2010,DOM,286296.329273325,4717704.40754703,0.0606855166286658,Not P20 Female
5 people per room or more,P20,Female,2010,DOM,29722.8949194802,131569.614880013,0.225910024488455,P20 Female
5 people per room or more,Not P20,Male,2011,DOM,292787.83932109,4573778.43323569,0.0640144343664588,Not P20 Male
5 people per room or more,P20,Male,2011,DOM,41635.1609792707,238557.126361867,0.174529101746952,P20 Male
5 people per room or more,Not P20,Female,2011,DOM,282103.701546985,4733121.71785212,0.0596020382241518,Not P20 Female
5 people per room or more,P20,Female,2011,DOM,34650.4349831526,168451.163083194,0.205700182467958,P20 Female
5 people per room or more,Not P20,Male,2012,DOM,293278.193027794,4608614.6561655,0.0636369527305653,Not P20 Male
5 people per room or more,P20,Male,2012,DOM,42888.4229228732,258928.939431199,0.165637811737414,P20 Male
5 people per room or more,Not P20,Female,2012,DOM,282178.283954681,4767896.16267484,0.0591829759556626,Not P20 Female
5 people per room or more,P20,Female,2012,DOM,34798.841794818,184597.247489623,0.188512246352829,P20 Female
5 people per room or more,Not P20,Male,2013,DOM,777366.722346119,8532491.10336409,0.09110665489468,Not P20 Male
5 people per room or more,P20,Male,2013,DOM,327178.244415427,1016061.66222386,0.32200628818071,P20 Male
5 people per room or more,Not P20,Female,2013,DOM,832312.820704048,8773129.3499886,0.0948706883827183,Not P20 Female
5 people per room or more,P20,Female,2013,DOM,234055.113084635,841145.514714355,0.27825757730411,P20 Female
5 people per room or more,Not P20,Male,2014,DOM,810182.040223721,8690559.41453383,0.0932255337750521,Not P20 Male
5 people per room or more,P20,Male,2014,DOM,302444.195192536,995807.85088097,0.303717423923672,P20 Male
5 people per room or more,Not P20,Female,2014,DOM,855251.772070943,8932190.03324703,0.0957493928014921,Not P20 Female
5 people per room or more,P20,Female,2014,DOM,223368.54350349,774934.372579571,0.288241883967477,P20 Female
5 people per room or more,Not P20,Male,2015,DOM,852568.102170874,8856348.65785453,0.0962663209306633,Not P20 Male
5 people per room or more,P20,Male,2015,DOM,311705.481658642,950070.07515842,0.328086832549343,P20 Male
5 people per room or more,Not P20,Female,2015,DOM,904538.787891037,9082185.35148775,0.0995948390045645,Not P20 Female
5 people per room or more,P20,Female,2015,DOM,224345.516212743,734699.437305536,0.305356864074261,P20 Female
5 people per room or more,Not P20,Male,2016,DOM,907156.196582195,9109975.32016769,0.0995783374488326,Not P20 Male
5 people per room or more,P20,Male,2016,DOM,282180.951240345,778038.572506297,0.362682470010908,P20 Male
5 people per room or more,Not P20,Female,2016,DOM,929471.72336719,9310524.71687299,0.0998302192015833,Not P20 Female
5 people per room or more,P20,Female,2016,DOM,242403.600381043,675261.83697691,0.358977195373966,P20 Female
5 people per room or more,Not P20,Male,2017,DOM,943857.420561327,9374334.11605369,0.100685276295514,Not P20 Male
5 people per room or more,P20,Male,2017,DOM,183710.673470289,609690.262740026,0.301318037530516,P20 Male
5 people per room or more,Not P20,Female,2017,DOM,982366.454988518,9582465.22514533,0.102517090530179,Not P20 Female
5 people per room or more,P20,Female,2017,DOM,175539.540832147,516195.592862613,0.340064005309839,P20 Female
5 people per room or more,Not P20,Male,2018,DOM,982114.949672724,9641396.53981609,0.101864387136955,Not P20 Male
5 people per room or more,P20,Male,2018,DOM,134899.346943358,471025.674315898,0.286394891614521,P20 Male
5 people per room or more,Not P20,Female,2018,DOM,1021284.57155418,9844974.98302444,0.103736634507977,Not P20 Female
5 people per room or more,P20,Female,2018,DOM,118247.201262686,354179.212313953,0.333862624206948,P20 Female
5 people per room or more,Not P20,Male,2000,EGY,1825873.25064728,35818710.4449343,0.0509754044175957,Not P20 Male
5 people per room or more,P20,Male,2000,EGY,11037.6546323348,303957.403825016,0.0363131626123806,P20 Male
5 people per room or more,Not P20,Female,2000,EGY,1709159.21819106,32460751.6224209,0.0526531005218784,Not P20 Female
5 people per room or more,P20,Female,2000,EGY,18860.9262324368,235959.504693022,0.0799328946590833,P20 Female
5 people per room or more,Not P20,Male,2001,EGY,1860917.6563877,36461501.3028576,0.0510378780327912,Not P20 Male
5 people per room or more,P20,Male,2001,EGY,11249.5028793153,354477.227828609,0.0317354740901846,P20 Male
5 people per room or more,Not P20,Female,2001,EGY,1741963.504631,33033863.1781865,0.0527326608830081,Not P20 Female
5 people per room or more,P20,Female,2001,EGY,19222.9283326895,290403.454606419,0.0661938693489103,P20 Female
5 people per room or more,Not P20,Male,2002,EGY,1896261.33620696,37042854.7056329,0.0511910151438358,Not P20 Male
5 people per room or more,P20,Male,2002,EGY,11463.1602792156,472355.278392895,0.0242680897273276,P20 Male
5 people per room or more,Not P20,Female,2002,EGY,1775047.93485991,33611911.6001062,0.0528100857808488,Not P20 Female
5 people per room or more,P20,Female,2002,EGY,19588.0218777193,345269.770229394,0.0567325134334965,P20 Female
5 people per room or more,Not P20,Male,2003,EGY,1888803.04776959,37570526.3669836,0.0502735316859826,Not P20 Male
5 people per room or more,P20,Male,2003,EGY,54710.2159823554,648466.118927489,0.0843686576452779,P20 Male
5 people per room or more,Not P20,Female,2003,EGY,1778968.02431507,34093920.6977472,0.0521784525776942,Not P20 Female
5 people per room or more,P20,Female,2003,EGY,49335.1672359582,500294.82678781,0.0986121874429909,P20 Female
5 people per room or more,Not P20,Male,2004,EGY,1923712.01139323,38005935.5681541,0.0506160941083411,Not P20 Male
5 people per room or more,P20,Male,2004,EGY,55721.373255648,919422.475562688,0.0606047543285762,P20 Male
5 people per room or more,Not P20,Female,2004,EGY,1789933.34706035,34434193.2381382,0.05198127729265,Not P20 Female
5 people per room or more,P20,Female,2004,EGY,72160.6463861981,799394.51356498,0.0902691288990594,P20 Female
5 people per room or more,Not P20,Male,2005,EGY,1942518.74124183,38362424.5836531,0.0506359741941227,Not P20 Male
5 people per room or more,P20,Male,2005,EGY,72982.076787528,1272195.90301368,0.0573670113342151,P20 Male
5 people per room or more,Not P20,Female,2005,EGY,1797152.9251803,34813414.1561243,0.0516224268358391,Not P20 Female
5 people per room or more,P20,Female,2005,EGY,98870.4500669655,1062167.96065569,0.0930836305831815,P20 Female
5 people per room or more,Not P20,Male,2006,EGY,1977244.0982683,38942172.9931582,0.0507738512336147,Not P20 Male
5 people per room or more,P20,Male,2006,EGY,74286.7379056801,1400974.16961588,0.0530250589317061,P20 Male
5 people per room or more,Not P20,Female,2006,EGY,1821594.39628493,35231022.9308691,0.0517042721086837,Not P20 Female
5 people per room or more,P20,Female,2006,EGY,108323.163475526,1285887.56596104,0.0842399960486187,P20 Female
5 people per room or more,Not P20,Male,2007,EGY,1994301.16299922,39460538.2875451,0.0505391271773067,Not P20 Male
5 people per room or more,P20,Male,2007,EGY,93483.0351916226,1595527.58607775,0.0585906730835221,P20 Male
5 people per room or more,Not P20,Female,2007,EGY,1848161.23905263,35686018.8235657,0.0517895046850162,Not P20 Female
5 people per room or more,P20,Female,2007,EGY,115860.609428719,1476195.53740127,0.0784859501964642,P20 Female
5 people per room or more,Not P20,Male,2008,EGY,2022011.91421968,40003683.9884123,0.0505456426164497,Not P20 Male
5 people per room or more,P20,Male,2008,EGY,103239.639625064,1789173.65859869,0.0577024142563799,P20 Male
5 people per room or more,Not P20,Female,2008,EGY,1874953.93065203,36154188.3762939,0.0518599369770787,Not P20 Female
5 people per room or more,P20,Female,2008,EGY,124314.235515242,1674938.73530856,0.0742201687110308,P20 Female
5 people per room or more,Not P20,Male,2009,EGY,2075484.10212964,40940850.7943291,0.050694698860951,Not P20 Male
5 people per room or more,P20,Male,2009,EGY,89763.8317921164,1638531.63650351,0.0547830934675541,P20 Male
5 people per room or more,Not P20,Female,2009,EGY,1916734.16624221,37019497.3140724,0.051776342341461,Not P20 Female
5 people per room or more,P20,Female,2009,EGY,120159.423280354,1521558.76575028,0.0789712668252437,P20 Female
5 people per room or more,Not P20,Male,2010,EGY,2128676.54646749,41929429.7846422,0.0507680776342725,Not P20 Male
5 people per room or more,P20,Male,2010,EGY,79976.1834322296,1503503.58524183,0.0531932109888291,P20 Male
5 people per room or more,Not P20,Female,2010,EGY,1969379.85772076,37960085.1009358,0.0518802803651304,Not P20 Female
5 people per room or more,P20,Female,2010,EGY,108345.522608285,1353569.18794766,0.0800443180688557,P20 Female
5 people per room or more,Not P20,Male,2011,EGY,2162316.52588747,42661176.6671686,0.0506858154137965,Not P20 Male
5 people per room or more,P20,Male,2011,EGY,93519.2983226969,1699607.49774005,0.0550240561112189,P20 Male
