handwashing,p20,urban,povcal_year,iso3,value,total,percentage,demographic
no soap and water,Not P20,Rural,2009,AGO,181766.235986621,502955.845920953,0.361396010128468,Not P20 Rural
no soap and water,Not P20,Urban,2009,AGO,2004007.32290817,6123403.27755182,0.327270184907597,Not P20 Urban
no soap and water,P20,Rural,2009,AGO,989977.805285927,1756257.87112678,0.563685903739623,P20 Rural
no soap and water,P20,Urban,2009,AGO,131378.959898367,288797.41158324,0.454917373317592,P20 Urban
no soap and water,Not P20,Rural,2010,AGO,137959.882591724,423241.899629107,0.325959888925507,Not P20 Rural
no soap and water,Not P20,Urban,2010,AGO,2034734.90023902,6231672.08484175,0.326515078543432,Not P20 Urban
no soap and water,P20,Rural,2010,AGO,1077603.78906165,1920459.47559764,0.561117692278462,P20 Rural
no soap and water,P20,Urban,2010,AGO,180508.274804197,420325.227300182,0.429449062488186,P20 Urban
no soap and water,Not P20,Rural,2011,AGO,118560.152486404,351492.399686155,0.337305024496305,Not P20 Rural
no soap and water,Not P20,Urban,2011,AGO,1957582.74561706,6202670.3271688,0.315603222863949,Not P20 Urban
no soap and water,P20,Rural,2011,AGO,1141991.54811787,2078949.39710776,0.549311854202228,P20 Rural
no soap and water,P20,Urban,2011,AGO,339646.611159078,695517.501059262,0.48833654169996,P20 Urban
no soap and water,Not P20,Rural,2012,AGO,116011.073722449,347172.162244878,0.33416006909166,Not P20 Rural
no soap and water,Not P20,Urban,2012,AGO,1978291.47625615,6334120.20625443,0.312323008063969,Not P20 Urban
no soap and water,P20,Rural,2012,AGO,1190718.13241708,2172303.45955659,0.548136185659865,P20 Rural
no soap and water,P20,Urban,2012,AGO,403091.764321377,816767.377539854,0.493520891511988,P20 Urban
no soap and water,Not P20,Rural,2013,AGO,69019.8307642903,269023.05001279,0.256557312694986,Not P20 Rural
no soap and water,Not P20,Urban,2013,AGO,1936234.58801698,6325441.1598357,0.306102695304697,Not P20 Urban
no soap and water,P20,Rural,2013,AGO,1284957.90425898,2341551.41317776,0.548763480924447,P20 Rural
no soap and water,P20,Urban,2013,AGO,531254.369259191,1084007.20071314,0.490083801020595,P20 Urban
no soap and water,Not P20,Rural,2014,AGO,52119.5882339467,218144.269858864,0.238922563804528,Not P20 Rural
no soap and water,Not P20,Urban,2014,AGO,1853459.89475509,6285605.94909148,0.294873701878017,Not P20 Urban
no soap and water,P20,Rural,2014,AGO,1350051.28298028,2485350.3111348,0.543203618794427,P20 Rural
no soap and water,P20,Urban,2014,AGO,701856.231529606,1387572.41580163,0.505815929703479,P20 Urban
no soap and water,Not P20,Rural,2015,AGO,40097.5304470797,189294.826429489,0.211825812693385,Not P20 Rural
no soap and water,Not P20,Urban,2015,AGO,1751406.54002377,6213790.86694137,0.281857979698289,Not P20 Urban
no soap and water,P20,Rural,2015,AGO,1411130.57145515,2608785.91381646,0.540914669916618,P20 Rural
no soap and water,P20,Urban,2015,AGO,893311.481038118,1727846.13511545,0.517008698218624,P20 Urban
no soap and water,Not P20,Rural,2016,AGO,26845.5432337861,155053.154533451,0.173137678588761,Not P20 Rural
no soap and water,Not P20,Urban,2016,AGO,1550800.14632816,5946676.48672017,0.260784347322632,Not P20 Urban
no soap and water,P20,Rural,2016,AGO,1474246.53083684,2739169.2053336,0.538209369456346,P20 Rural
no soap and water,P20,Urban,2016,AGO,1184789.97514482,2267833.92918725,0.522432423246015,P20 Urban
no soap and water,Not P20,Rural,2017,AGO,26075.1868021883,121681.60634526,0.214290290746182,Not P20 Rural
no soap and water,Not P20,Urban,2017,AGO,1401163.12054003,5692710.65552387,0.246132853982385,Not P20 Urban
no soap and water,P20,Rural,2017,AGO,1525721.95027384,2870304.06174494,0.531554120209238,P20 Rural
no soap and water,P20,Urban,2017,AGO,1426831.9052438,2799275.9228335,0.509714634990152,P20 Urban
no soap and water,Not P20,Rural,2018,AGO,18465.7727686395,103180.553856819,0.17896562945634,Not P20 Rural
no soap and water,Not P20,Urban,2018,AGO,1227662.20560504,5364530.18166713,0.228848037764887,Not P20 Urban
no soap and water,P20,Rural,2018,AGO,1585012.26130784,2988449.90635535,0.530379397672717,P20 Rural
no soap and water,P20,Urban,2018,AGO,1694516.08431389,3410272.67028656,0.496885805958589,P20 Urban
no soap and water,Not P20,Rural,2000,ARM,304360.359248991,2305119.32984035,0.132036704264708,Not P20 Rural
no soap and water,Not P20,Urban,2000,ARM,155563.584859953,2534478.4583526,0.0613789335424336,Not P20 Urban
no soap and water,P20,Rural,2000,ARM,223466.065822765,692956.847388299,0.322481936162391,P20 Rural
no soap and water,P20,Urban,2000,ARM,14581.7127955796,127763.014649545,0.114130938719452,P20 Urban
no soap and water,Not P20,Rural,2001,ARM,303276.187138261,2281638.17020438,0.132920368837928,Not P20 Rural
no soap and water,Not P20,Urban,2001,ARM,154853.203581313,2521040.08233989,0.0614243322294134,Not P20 Urban
no soap and water,P20,Rural,2001,ARM,222606.029101927,691711.175312807,0.321819333049318,P20 Rural
no soap and water,P20,Urban,2001,ARM,14541.2923720278,127799.036471454,0.113782488299713,P20 Urban
no soap and water,Not P20,Rural,2002,ARM,296225.56680895,2221178.25562018,0.1333641575409,Not P20 Rural
no soap and water,Not P20,Urban,2002,ARM,150535.340360327,2530882.98803427,0.0594793758036388,Not P20 Urban
no soap and water,P20,Rural,2002,ARM,223150.566985317,698248.45303279,0.319586196025324,P20 Rural
no soap and water,P20,Urban,2002,ARM,14630.3830837643,129910.756868449,0.11261871946893,P20 Urban
no soap and water,Not P20,Rural,2003,ARM,304371.98998347,2276130.87095331,0.133723413652392,Not P20 Rural
no soap and water,Not P20,Urban,2003,ARM,152631.527297672,2546922.30870839,0.0599278300621096,Not P20 Urban
no soap and water,P20,Rural,2003,ARM,210008.074489114,557500.080885434,0.376696043085006,P20 Rural
no soap and water,P20,Urban,2003,ARM,15206.0850096075,126904.268070055,0.119823274984048,P20 Urban
no soap and water,Not P20,Rural,2004,ARM,356291.142563014,2294696.44186866,0.155267222305393,Not P20 Rural
no soap and water,Not P20,Urban,2004,ARM,154749.891994165,2592342.90116529,0.0596949932528615,Not P20 Urban
no soap and water,P20,Rural,2004,ARM,171838.257915887,435787.794274785,0.394316362627482,P20 Rural
no soap and water,P20,Urban,2004,ARM,14581.4517175136,123320.904707044,0.118239902246523,P20 Urban
no soap and water,Not P20,Rural,2005,ARM,372027.198002312,2334575.06930167,0.159355423132139,Not P20 Rural
no soap and water,Not P20,Urban,2005,ARM,155219.065588175,2665441.98889354,0.0582338937538117,Not P20 Urban
no soap and water,P20,Rural,2005,ARM,160573.97996429,263629.811719771,0.60908885424147,P20 Rural
no soap and water,P20,Urban,2005,ARM,14819.3686511706,125182.933992033,0.118381700912312,P20 Urban
no soap and water,Not P20,Rural,2006,ARM,441795.116689883,2403688.34261084,0.183798834839801,Not P20 Rural
no soap and water,Not P20,Urban,2006,ARM,155377.644474025,2610543.42069764,0.0595192722105735,Not P20 Urban
no soap and water,P20,Rural,2006,ARM,92362.3505666608,184422.610553839,0.500819017197988,P20 Rural
no soap and water,P20,Urban,2006,ARM,15010.9772834121,128421.825023313,0.116888054508547,P20 Urban
no soap and water,Not P20,Rural,2007,ARM,445351.110960115,2426641.06889326,0.183525745388967,Not P20 Rural
no soap and water,Not P20,Urban,2007,ARM,155324.03774924,2593004.83555883,0.0599011755085159,Not P20 Urban
no soap and water,P20,Rural,2007,ARM,84138.3343098934,126581.933161317,0.66469465435219,P20 Rural
no soap and water,P20,Urban,2007,ARM,15173.1784329532,115215.342565336,0.131694079061987,P20 Urban
no soap and water,Not P20,Rural,2008,ARM,469562.351454537,2430974.09275665,0.193158105984613,Not P20 Rural
no soap and water,Not P20,Urban,2008,ARM,153073.086242761,2629744.57597097,0.0582083475488271,Not P20 Urban
no soap and water,P20,Rural,2008,ARM,50639.7913463995,66952.7082755238,0.756351649555483,P20 Rural
no soap and water,P20,Urban,2008,ARM,11127.5244275432,102778.565493882,0.108266975454193,P20 Urban
no soap and water,Not P20,Rural,2009,ARM,440627.79002277,2398863.27977382,0.183681910402294,Not P20 Rural
no soap and water,Not P20,Urban,2009,ARM,153480.838793651,2513676.06585841,0.0610583204726652,Not P20 Urban
no soap and water,P20,Rural,2009,ARM,83475.2595401094,146457.663229517,0.569961705652053,P20 Rural
no soap and water,P20,Urban,2009,ARM,15059.1090557506,114859.195447382,0.131109302978266,P20 Urban
no soap and water,Not P20,Rural,2010,ARM,377725.808908146,2308306.227215,0.16363765104246,Not P20 Rural
no soap and water,Not P20,Urban,2010,ARM,152978.952798476,2445854.78694759,0.0625462123159782,Not P20 Urban
no soap and water,P20,Rural,2010,ARM,165504.52654175,268675.988873047,0.61600043694248,P20 Rural
no soap and water,P20,Urban,2010,ARM,15018.8820808474,130663.960870947,0.114942804280065,P20 Urban
no soap and water,Not P20,Rural,2011,ARM,262455.282981014,1337391.63443881,0.196244148851092,Not P20 Rural
no soap and water,Not P20,Urban,2011,ARM,119795.440401607,1840545.65128229,0.0650869161099844,Not P20 Urban
no soap and water,P20,Rural,2011,ARM,95238.451300499,172721.134536111,0.551400102577414,P20 Rural
no soap and water,P20,Urban,2011,ARM,7759.13200297718,31302.2394134157,0.247877856293301,P20 Urban
no soap and water,Not P20,Rural,2012,ARM,243883.280755621,1328904.22388776,0.183522090133878,Not P20 Rural
no soap and water,Not P20,Urban,2012,ARM,119104.742044499,1853556.30701752,0.064257417804666,Not P20 Urban
no soap and water,P20,Rural,2012,ARM,112290.782061867,203129.200336203,0.552804726627252,P20 Rural
no soap and water,P20,Urban,2012,ARM,7779.877595156,31385.9322147375,0.247877856293301,P20 Urban
no soap and water,Not P20,Rural,2013,ARM,213202.381317665,1289348.24682762,0.165356707811283,Not P20 Rural
no soap and water,Not P20,Urban,2013,ARM,117858.82641711,1868252.21056749,0.0630850726419376,Not P20 Urban
no soap and water,P20,Rural,2013,ARM,144350.958301382,283446.319566278,0.509270886008554,P20 Rural
no soap and water,P20,Urban,2013,ARM,8771.27945770955,34372.2351059981,0.25518501868326,P20 Urban
no soap and water,Not P20,Rural,2014,ARM,209152.151800324,1293309.90975503,0.161718510175136,Not P20 Rural
no soap and water,Not P20,Urban,2014,ARM,117498.892821255,1905315.55471346,0.0616689936376055,Not P20 Urban
no soap and water,P20,Rural,2014,ARM,148184.791742292,300894.057411321,0.492481616344201,P20 Rural
no soap and water,P20,Urban,2014,ARM,8816.13806760103,34548.0236774548,0.25518501868326,P20 Urban
no soap and water,Not P20,Rural,2015,ARM,204628.068104296,1309165.92709567,0.15630415050463,Not P20 Rural
no soap and water,Not P20,Urban,2015,ARM,117062.379421472,1914066.22649235,0.0611590016067501,Not P20 Urban
no soap and water,P20,Rural,2015,ARM,152268.062465852,306452.783643695,0.496872831942981,P20 Rural
no soap and water,P20,Urban,2015,ARM,8855.94444590409,34704.0139409446,0.25518501868326,P20 Urban
no soap and water,Not P20,Rural,2016,ARM,667777.486223046,2083561.03786079,0.320498163523282,Not P20 Rural
no soap and water,Not P20,Urban,2016,ARM,399764.028840648,2787546.25955697,0.143410724564687,Not P20 Urban
no soap and water,P20,Rural,2016,ARM,503596.856908742,823268.813678924,0.611704037054834,P20 Rural
no soap and water,P20,Urban,2016,ARM,28156.9427415355,54098.6043199056,0.520474476107236,P20 Urban
no soap and water,Not P20,Rural,2017,ARM,659565.823874289,2061881.16298967,0.319885469499094,Not P20 Rural
no soap and water,Not P20,Urban,2017,ARM,398167.05052967,2786172.58146404,0.142908250974334,Not P20 Urban
no soap and water,P20,Rural,2017,ARM,507273.365295678,862158.382726009,0.588376075045236,P20 Rural
no soap and water,P20,Urban,2017,ARM,28051.1401179257,55231.6761044495,0.50788138431428,P20 Urban
no soap and water,Not P20,Rural,2018,ARM,612692.727889871,2004462.37690121,0.305664369134761,Not P20 Rural
no soap and water,Not P20,Urban,2018,ARM,396778.81803414,2783766.82163977,0.142533065251643,Not P20 Urban
no soap and water,P20,Rural,2018,ARM,550200.123731293,933740.709695278,0.5892429429481,P20 Rural
no soap and water,P20,Urban,2018,ARM,27958.9826733722,57121.1720339379,0.489467944683639,P20 Urban
no soap and water,Not P20,Rural,2000,BDI,2179874.70074398,2458291.6869374,0.886743714070692,Not P20 Rural
no soap and water,Not P20,Urban,2000,BDI,1214449.2997702,1615080.41809454,0.751943547927474,Not P20 Urban
no soap and water,P20,Rural,2000,BDI,7557143.3181039,7930647.65026624,0.952903678408937,P20 Rural
no soap and water,P20,Urban,2000,BDI,173590.320102775,183041.865173335,0.94836402556536,P20 Urban
no soap and water,Not P20,Rural,2001,BDI,2231806.45275572,2519246.82094002,0.885902260233061,Not P20 Rural
no soap and water,Not P20,Urban,2001,BDI,1243942.36289357,1654715.02341377,0.751756251253007,Not P20 Urban
no soap and water,P20,Rural,2001,BDI,7726441.38537214,8106523.17393396,0.953114081042296,P20 Rural
no soap and water,P20,Urban,2001,BDI,176657.392140399,186343.078195485,0.948022292274655,P20 Urban
no soap and water,Not P20,Rural,2002,BDI,2311587.05364522,2607118.23585278,0.88664450344313,Not P20 Rural
no soap and water,Not P20,Urban,2002,BDI,1277554.72674008,1698965.57518011,0.751960337162598,Not P20 Urban
no soap and water,P20,Rural,2002,BDI,7923758.80375765,8314110.16961455,0.953049531712545,P20 Rural
