handwashing,p20,sex,povcal_year,iso3,value,total,percentage,demographic
no soap and water,Not P20,Male,2018,COG,52966.4203535774,52966.4203535774,1,Not P20 Male
no soap and water,P20,Male,2018,COG,178262.194665666,178262.194665666,1,P20 Male
no soap and water,Not P20,Female,2018,COG,31872.6497011679,31872.6497011679,1,Not P20 Female
no soap and water,P20,Female,2018,COG,186696.254634039,186696.254634039,1,P20 Female
no soap and water,Not P20,Male,2000,COM,85401.016703246,120349.612392504,0.709607742023484,Not P20 Male
no soap and water,P20,Male,2000,COM,12258.0475637827,17170.0796589821,0.713919085248404,P20 Male
no soap and water,Not P20,Female,2000,COM,80513.6247934518,117071.717032504,0.687729084652427,Not P20 Female
no soap and water,P20,Female,2000,COM,10793.807960879,15374.1222782373,0.702076369989462,P20 Female
no soap and water,Not P20,Male,2001,COM,87531.6449739452,123352.156114227,0.709607742023484,Not P20 Male
no soap and water,P20,Male,2001,COM,12563.8676077492,17598.447593508,0.713919085248404,P20 Male
no soap and water,Not P20,Female,2001,COM,82522.3199095472,119992.482143246,0.687729084652427,Not P20 Female
no soap and water,P20,Female,2001,COM,11063.0974058731,15757.6837489049,0.702076369989462,P20 Female
no soap and water,Not P20,Male,2002,COM,89671.7210087596,126368.013901675,0.709607742023484,Not P20 Male
no soap and water,P20,Male,2002,COM,12871.0437379354,18028.7150237158,0.713919085248404,P20 Male
no soap and water,Not P20,Female,2002,COM,84539.922106196,122926.198691919,0.687729084652427,Not P20 Female
no soap and water,P20,Female,2002,COM,11333.5809508376,16142.9460316513,0.702076369989462,P20 Female
no soap and water,Not P20,Male,2003,COM,90620.4038020949,128106.567574491,0.707382966524345,Not P20 Male
no soap and water,P20,Male,2003,COM,14395.0021578873,19772.038437857,0.72804846112,P20 Male
no soap and water,Not P20,Female,2003,COM,84937.1296204248,124017.312676102,0.684881229786494,Not P20 Female
no soap and water,P20,Female,2003,COM,13248.1969524525,18405.2436664118,0.71980557239943,P20 Female
no soap and water,Not P20,Male,2004,COM,91594.4081699236,129808.418929705,0.705612231665225,Not P20 Male
no soap and water,P20,Male,2004,COM,15944.9572924361,21624.3285862755,0.737361959184989,P20 Male
no soap and water,Not P20,Female,2004,COM,85875.0564777424,124956.108488872,0.687241764458358,Not P20 Female
no soap and water,P20,Female,2004,COM,14670.0742184659,20889.4576601319,0.702271665312982,P20 Female
no soap and water,Not P20,Male,2005,COM,91059.5651366223,129477.177723111,0.703286608017939,Not P20 Male
no soap and water,P20,Male,2005,COM,19072.544341913,25606.570970783,0.744830081453495,P20 Male
no soap and water,Not P20,Female,2005,COM,86834.1515702424,124589.878014355,0.696959921256502,Not P20 Female
no soap and water,P20,Female,2005,COM,16135.0940986307,24771.9839328686,0.651344443882908,P20 Female
no soap and water,Not P20,Male,2006,COM,91824.9860756196,130606.440378787,0.703066294505137,Not P20 Male
no soap and water,P20,Male,2006,COM,20971.7130238176,28229.479676365,0.742901153837987,P20 Male
no soap and water,Not P20,Female,2006,COM,88687.0798672529,126414.880201389,0.701555700768514,Not P20 Female
no soap and water,P20,Female,2006,COM,16773.4536247673,26560.715006622,0.631513632844049,P20 Female
no soap and water,Not P20,Male,2007,COM,91181.5732763848,130493.388826582,0.698744772408045,Not P20 Male
no soap and water,P20,Male,2007,COM,24351.200920336,32195.3656544592,0.7563573335892,P20 Male
no soap and water,Not P20,Female,2007,COM,88744.3476694629,126692.7530144,0.700469013088507,Not P20 Female
no soap and water,P20,Female,2007,COM,19274.3097901691,29993.5245086292,0.642615701419947,P20 Female
no soap and water,Not P20,Male,2008,COM,91693.7286720888,130881.262681661,0.700587133661086,Not P20 Male
no soap and water,P20,Male,2008,COM,26649.6671892257,35765.2997989664,0.74512634701851,P20 Male
no soap and water,Not P20,Female,2008,COM,88845.2006729811,127481.988488277,0.696923555449179,Not P20 Female
no soap and water,P20,Female,2008,COM,21801.278899876,33016.0718748404,0.660323220234126,P20 Female
no soap and water,Not P20,Male,2009,COM,92887.3637973343,131964.656875814,0.703880614676596,Not P20 Male
no soap and water,P20,Male,2009,COM,28341.2002958841,38744.6871780963,0.731486104549229,P20 Male
no soap and water,Not P20,Female,2009,COM,90070.5032136237,128026.031824407,0.703532726353332,Not P20 Female
no soap and water,P20,Female,2009,COM,23273.4966180714,36384.9119038659,0.639646914071504,P20 Female
no soap and water,Not P20,Male,2010,COM,92041.715571836,131389.891545655,0.700523567597689,Not P20 Male
no soap and water,P20,Male,2010,COM,32147.1035131127,43487.9683333048,0.739218334292549,P20 Male
no soap and water,Not P20,Female,2010,COM,91195.9517123768,129366.292811304,0.704943689198828,Not P20 Female
no soap and water,P20,Female,2010,COM,24915.7715827957,39059.3674196941,0.637894907899429,P20 Female
no soap and water,Not P20,Male,2011,COM,91381.933681262,131319.334402277,0.695875699471085,Not P20 Male
no soap and water,P20,Male,2011,COM,35845.8284386889,47837.8467406345,0.749319438080824,P20 Male
no soap and water,Not P20,Female,2011,COM,90558.5860690223,129224.077268383,0.700787252525264,Not P20 Female
no soap and water,P20,Female,2011,COM,28394.4309544414,43323.0166862469,0.65541213715746,P20 Female
no soap and water,Not P20,Male,2012,COM,90459.9708288226,131302.785136839,0.688941751955592,Not P20 Male
no soap and water,P20,Male,2012,COM,39883.2615993351,52241.479996645,0.763440499807749,P20 Male
no soap and water,Not P20,Female,2012,COM,90753.986053041,129695.193772639,0.699748259076865,Not P20 Female
no soap and water,P20,Female,2012,COM,31111.874727423,47077.1206765251,0.66087038205242,P20 Female
no soap and water,Not P20,Male,2013,COM,89014.421560099,130760.804927758,0.680742380021883,Not P20 Male
no soap and water,P20,Male,2013,COM,44504.0624814513,57254.7259027411,0.777299371881556,P20 Male
no soap and water,Not P20,Female,2013,COM,87321.4464396172,126641.148123694,0.68951875226469,Not P20 Female
no soap and water,P20,Female,2013,COM,37513.1512967446,54437.4626033937,0.689105434065657,P20 Female
no soap and water,Not P20,Male,2014,COM,89992.9145952872,132217.339005807,0.680643819274978,Not P20 Male
no soap and water,P20,Male,2014,COM,46746.0171668896,60333.100920252,0.774798849286368,P20 Male
no soap and water,Not P20,Female,2014,COM,87678.6158368208,127273.155153512,0.688901094115771,Not P20 Female
no soap and water,P20,Female,2014,COM,40166.9754606294,58173.0470973737,0.690473981763331,P20 Female
no soap and water,Not P20,Male,2015,COM,90568.0851458436,132824.905059061,0.681860718105332,Not P20 Male
no soap and water,P20,Male,2015,COM,49418.1238986243,64298.2243067153,0.768576806458761,P20 Male
no soap and water,Not P20,Female,2015,COM,88425.5573302686,127778.189914273,0.692023868780689,Not P20 Female
no soap and water,P20,Female,2015,COM,42456.1121265704,62071.9902812695,0.683981807803925,P20 Female
no soap and water,Not P20,Male,2016,COM,91820.0728540425,135064.412967541,0.679824321126758,Not P20 Male
no soap and water,P20,Male,2016,COM,51437.5420717976,66665.3827917572,0.771577990221299,P20 Male
no soap and water,Not P20,Female,2016,COM,89288.9355026486,129067.828976591,0.691798538881778,Not P20 Female
no soap and water,P20,Female,2016,COM,44651.3714167485,65219.0525219631,0.684636922649433,P20 Female
no soap and water,Not P20,Male,2017,COM,93644.553294142,137803.023498513,0.679553691324869,Not P20 Male
no soap and water,P20,Male,2017,COM,52908.2359838069,68566.9084893988,0.771629305585318,P20 Male
no soap and water,Not P20,Female,2017,COM,90923.9382661287,131617.815488742,0.690817864804219,Not P20 Female
no soap and water,P20,Female,2017,COM,46097.2287129787,67138.0022628451,0.686604116287348,P20 Female
no soap and water,Not P20,Male,2018,COM,93309.239514613,137889.708003064,0.676694735712543,Not P20 Male
no soap and water,P20,Male,2018,COM,56562.1324578365,73153.3229298393,0.77319976991455,P20 Male
no soap and water,Not P20,Female,2018,COM,92665.5735756078,134178.865716544,0.690612288908197,Not P20 Female
no soap and water,P20,Female,2018,COM,47458.3393543443,69077.6348297657,0.687029014112893,P20 Female
no soap and water,Not P20,Male,2000,EGY,3753299.50344005,34730144.4616013,0.10807036831044,Not P20 Male
no soap and water,P20,Male,2000,EGY,97068.4069075261,286229.658594784,0.339127703900685,P20 Male
no soap and water,Not P20,Female,2000,EGY,3390308.92535697,31352715.8861301,0.108134457559282,Not P20 Female
no soap and water,P20,Female,2000,EGY,71741.0174503107,221891.602986435,0.323315603135719,P20 Female
no soap and water,Not P20,Male,2001,EGY,3810018.82033262,35352042.2219442,0.10777365551933,Not P20 Male
no soap and water,P20,Male,2001,EGY,114250.087935946,336409.229902035,0.339616389149658,P20 Male
no soap and water,Not P20,Female,2001,EGY,3438170.94803558,31904560.6568635,0.107764246780058,Not P20 Female
no soap and water,P20,Female,2001,EGY,90326.916524377,276065.544422985,0.327193734781979,P20 Female
no soap and water,Not P20,Male,2002,EGY,3874190.43858007,35912324.1031539,0.107879134401102,Not P20 Male
no soap and water,P20,Male,2002,EGY,124610.571279578,453944.122061918,0.274506409981845,P20 Male
no soap and water,Not P20,Female,2002,EGY,3494505.41862469,32461160.6785299,0.107651893696333,Not P20 Female
no soap and water,P20,Female,2002,EGY,101007.823182012,330659.545736371,0.305473785603467,P20 Female
no soap and water,Not P20,Male,2003,EGY,3880025.10736034,36418787.0959084,0.106539108431655,Not P20 Male
no soap and water,P20,Male,2003,EGY,193793.107000063,629709.570696247,0.307749978749399,P20 Male
no soap and water,Not P20,Female,2003,EGY,3506961.13653387,32930132.2708198,0.106497025511236,Not P20 Female
no soap and water,P20,Female,2003,EGY,156003.661747076,476860.020686207,0.327147705782893,P20 Female
no soap and water,Not P20,Male,2004,EGY,3876462.27520267,36832909.7874212,0.10524452989393,Not P20 Male
no soap and water,P20,Male,2004,EGY,272648.475360679,900319.267757446,0.302835322007273,P20 Male
no soap and water,Not P20,Female,2004,EGY,3465872.19724046,33248895.6083803,0.104240220128301,Not P20 Female
no soap and water,P20,Female,2004,EGY,264791.721416672,775526.584065628,0.341434744929729,P20 Female
no soap and water,Not P20,Male,2005,EGY,3875242.83583127,37168024.9948758,0.104262812898063,Not P20 Male
no soap and water,P20,Male,2005,EGY,349469.234152443,1252744.61394427,0.27896287101338,P20 Male
no soap and water,Not P20,Female,2005,EGY,3473633.67193841,33611664.320103,0.103346077684729,Not P20 Female
no soap and water,P20,Female,2005,EGY,325007.008854108,1032719.92322693,0.314709730629155,P20 Female
no soap and water,Not P20,Male,2006,EGY,3930917.20322792,37730850.4672652,0.10418310625249,Not P20 Male
no soap and water,P20,Male,2006,EGY,369317.759714054,1376746.46196724,0.268254010390798,P20 Male
no soap and water,Not P20,Female,2006,EGY,3489060.24269965,34017826.2448512,0.102565643600691,Not P20 Female
no soap and water,P20,Female,2006,EGY,377486.683245212,1245876.9199749,0.302988744066963,P20 Female
no soap and water,Not P20,Male,2007,EGY,3970392.86833412,38227810.0321958,0.103861373826809,Not P20 Male
no soap and water,P20,Male,2007,EGY,405833.14096222,1570871.74162476,0.258348998335449,P20 Male
no soap and water,Not P20,Female,2007,EGY,3506942.5011232,34460683.732785,0.101766480558446,Not P20 Female
no soap and water,P20,Female,2007,EGY,427931.609083187,1426177.40478396,0.300054963462286,P20 Female
no soap and water,Not P20,Male,2008,EGY,3989620.73962259,38760015.7197737,0.102931349885579,Not P20 Male
no soap and water,P20,Male,2008,EGY,465140.98062235,1752892.82416426,0.265356201023938,P20 Male
no soap and water,Not P20,Female,2008,EGY,3508876.23548647,34917260.2604707,0.10049116709935,Not P20 Female
no soap and water,P20,Female,2008,EGY,496613.088623818,1613626.1507392,0.307762171799409,P20 Female
no soap and water,Not P20,Male,2009,EGY,4124895.38032783,39662384.2218285,0.10400018711073,Not P20 Male
no soap and water,P20,Male,2009,EGY,413703.165065202,1612960.97823951,0.256486778444414,P20 Male
no soap and water,Not P20,Female,2009,EGY,3637061.72865922,35748698.2171284,0.101739697109211,Not P20 Female
no soap and water,P20,Female,2009,EGY,443809.294672362,1469684.79410029,0.301975836215992,P20 Female
no soap and water,Not P20,Male,2010,EGY,4231976.85300737,40620567.0500077,0.104183106252491,Not P20 Male
no soap and water,P20,Male,2010,EGY,397602.933287677,1482188.2167146,0.268254010390798,P20 Male
no soap and water,Not P20,Female,2010,EGY,3772323.57517379,36653972.5506238,0.102917182304421,Not P20 Female
no soap and water,P20,Female,2010,EGY,390353.033285078,1310494.22123299,0.297867038984583,P20 Female
no soap and water,Not P20,Male,2011,EGY,4299518.5694736,41329222.6451281,0.104030956652421,Not P20 Male
no soap and water,P20,Male,2011,EGY,428962.187860199,1672967.03497508,0.256408033686444,P20 Male
no soap and water,Not P20,Female,2011,EGY,3796714.62252895,37251811.7639915,0.101920267572031,Not P20 Female
no soap and water,P20,Female,2011,EGY,454888.579206404,1523683.82733185,0.298545256598915,P20 Female
no soap and water,Not P20,Male,2012,EGY,4401691.82740305,42275023.9049923,0.104120386479149,Not P20 Male
no soap and water,P20,Male,2012,EGY,432680.876077502,1690178.16481658,0.255997199043485,P20 Male
no soap and water,Not P20,Female,2012,EGY,3906801.06303519,38134303.5117662,0.102448470360282,Not P20 Female
no soap and water,P20,Female,2012,EGY,440014.652059184,1509549.78294876,0.291487340814728,P20 Female
no soap and water,Not P20,Male,2013,EGY,4391406.94892729,42770482.3266144,0.102673776633907,Not P20 Male
no soap and water,P20,Male,2013,EGY,553859.205676259,2203217.28483638,0.251386556145955,P20 Male
no soap and water,Not P20,Female,2013,EGY,3858182.672112,38549289.0479053,0.100084405378201,Not P20 Female
no soap and water,P20,Female,2013,EGY,588342.648676495,2003936.35717661,0.293593479937369,P20 Female
no soap and water,Not P20,Male,2014,EGY,4441754.79703092,43410606.8960068,0.102319573823777,Not P20 Male
no soap and water,P20,Male,2014,EGY,616508.897815135,2590725.4601385,0.237967668632159,P20 Male
no soap and water,Not P20,Female,2014,EGY,3881363.7022911,39188934.8517,0.0990423372561432,Not P20 Female
no soap and water,P20,Female,2014,EGY,666763.111352833,2290917.06374855,0.291046376974394,P20 Female
no soap and water,Not P20,Male,2015,EGY,4446111.5035758,44009145.9580369,0.101026988976682,Not P20 Male
no soap and water,P20,Male,2015,EGY,725031.084917825,3018740.13589911,0.240176713555332,P20 Male
no soap and water,Not P20,Female,2015,EGY,3873016.00177068,39698315.7409239,0.0975612171318918,Not P20 Female
no soap and water,P20,Female,2015,EGY,776605.623900561,2707189.73379866,0.286867822452492,P20 Female
no soap and water,Not P20,Male,2016,EGY,4321677.09235442,43739799.7281319,0.0988042267961018,Not P20 Male
no soap and water,P20,Male,2016,EGY,961596.597386345,4307839.46036621,0.223220156236881,P20 Male
no soap and water,Not P20,Female,2016,EGY,3753299.99536135,39575929.1372091,0.0948379501678588,Not P20 Female
no soap and water,P20,Female,2016,EGY,997144.066424707,3749097.69018372,0.265969080783233,P20 Female
no soap and water,Not P20,Male,2017,EGY,3960161.51083451,43126240.0207109,0.0918271917267235,Not P20 Male
no soap and water,P20,Male,2017,EGY,1434739.60549948,5936571.6974456,0.241678139946802,P20 Male
no soap and water,Not P20,Female,2017,EGY,3445932.60031419,39000127.6937437,0.0883569568636817,Not P20 Female
no soap and water,P20,Female,2017,EGY,1404881.01961571,5240290.14608439,0.26809222017324,P20 Female
no soap and water,Not P20,Male,2018,EGY,3422217.17229704,41795720.4187912,0.0818796072422387,Not P20 Male
no soap and water,P20,Male,2018,EGY,2083499.1924538,8274877.64268032,0.251786102758485,P20 Male
no soap and water,Not P20,Female,2018,EGY,2844031.72884683,37603260.010764,0.0756325841970276,Not P20 Female
no soap and water,P20,Female,2018,EGY,2106421.18098383,7545888.64493438,0.279148193155208,P20 Female
no soap and water,Not P20,Male,2000,ETH,8748890.73599322,10308055.7738637,0.848743053775109,Not P20 Male
no soap and water,P20,Male,2000,ETH,7617329.00672378,7995296.40821373,0.952726280278783,P20 Male
no soap and water,Not P20,Female,2000,ETH,8207494.60074588,9737573.94671957,0.842868526149765,Not P20 Female
no soap and water,P20,Female,2000,ETH,6514898.25543595,6812812.50037282,0.956271474531177,P20 Female
no soap and water,Not P20,Male,2001,ETH,9350875.09935142,10963655.6961232,0.852897551558273,Not P20 Male
no soap and water,P20,Male,2001,ETH,7493449.48868056,7874390.59988676,0.951622781931636,P20 Male
no soap and water,Not P20,Female,2001,ETH,8834642.8284652,10424979.242662,0.847449440696373,Not P20 Female
