educ.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,P20,Female,2004,LBR,288695.78826148,1884900.19508759,0.153162373803067,P20 Female
Completed secondary education,Not P20,Male,2005,LBR,509084.413187715,905667.133621719,0.562109846199134,Not P20 Male
Completed secondary education,P20,Male,2005,LBR,394099.151992057,2436000.35092291,0.161781237774759,P20 Male
Completed secondary education,Not P20,Female,2005,LBR,425452.038960876,811182.462751244,0.524483773376822,Not P20 Female
Completed secondary education,P20,Female,2005,LBR,360278.081073906,2196135.9710336,0.164050899318562,P20 Female
Completed secondary education,Not P20,Male,2006,LBR,548001.984242805,972766.338316985,0.563343901466535,Not P20 Male
Completed secondary education,P20,Male,2006,LBR,397987.470888845,2504714.19878292,0.158895362625498,P20 Male
Completed secondary education,Not P20,Female,2006,LBR,441550.926226664,839531.404895707,0.525949266045047,Not P20 Female
Completed secondary education,P20,Female,2006,LBR,371248.345440587,2250631.54233628,0.164952964737716,P20 Female
Completed secondary education,Not P20,Male,2007,LBR,572556.427045426,1042428.85083448,0.549252283824537,Not P20 Male
Completed secondary education,P20,Male,2007,LBR,385862.835947589,2565098.78385634,0.15042806085132,P20 Male
Completed secondary education,Not P20,Female,2007,LBR,468387.614142254,943192.088936931,0.496598327780901,Not P20 Female
Completed secondary education,P20,Female,2007,LBR,379664.608299839,2279615.0622732,0.166547683678333,P20 Female
Completed secondary education,Not P20,Male,2008,LBR,348907.75386069,703208.794610314,0.496165230774792,Not P20 Male
Completed secondary education,P20,Male,2008,LBR,210346.313574614,1796450.01739174,0.117089989444858,P20 Male
Completed secondary education,Not P20,Female,2008,LBR,286343.345500065,637938.903172705,0.448857005076778,Not P20 Female
Completed secondary education,P20,Female,2008,LBR,210188.652673778,1648934.26167877,0.127469394965319,P20 Female
Completed secondary education,Not P20,Male,2009,LBR,370922.473316965,750921.986096047,0.493956070250848,Not P20 Male
Completed secondary education,P20,Male,2009,LBR,213646.646004148,1821075.63591068,0.11731893052169,P20 Male
Completed secondary education,Not P20,Female,2009,LBR,303659.239453005,680599.548249932,0.446164327075771,Not P20 Female
Completed secondary education,P20,Female,2009,LBR,214634.652305368,1684699.65388573,0.127402324687559,P20 Female
Completed secondary education,Not P20,Male,2010,LBR,390050.212731856,792950.563481362,0.491897264085902,Not P20 Male
Completed secondary education,P20,Male,2010,LBR,215075.11792515,1861108.12988302,0.115562935044869,P20 Male
Completed secondary education,Not P20,Female,2010,LBR,318411.454541538,716248.870994508,0.444554214932899,Not P20 Female
Completed secondary education,P20,Female,2010,LBR,222756.823967215,1749535.29285597,0.127323424041125,P20 Female
Completed secondary education,Not P20,Male,2011,LBR,422335.221841904,907492.641553835,0.465386938145052,Not P20 Male
Completed secondary education,P20,Male,2011,LBR,207912.40758993,1821627.99941765,0.114135491799861,P20 Male
Completed secondary education,Not P20,Female,2011,LBR,346611.81825881,805596.652639012,0.430254789569151,Not P20 Female
Completed secondary education,P20,Female,2011,LBR,220506.000315997,1734992.46679023,0.127093347398757,P20 Female
Completed secondary education,Not P20,Male,2012,LBR,462111.442864673,1051998.35656359,0.439270118609488,Not P20 Male
Completed secondary education,P20,Male,2012,LBR,184207.771474441,1719109.64525084,0.10715300910755,P20 Male
Completed secondary education,Not P20,Female,2012,LBR,387493.76883271,953236.032395402,0.406503484618569,Not P20 Female
Completed secondary education,P20,Female,2012,LBR,189147.640827777,1639156.67300375,0.11539326529487,P20 Female
Completed secondary education,Not P20,Male,2013,LBR,891543.536391212,1930699.45302638,0.461772304847197,Not P20 Male
Completed secondary education,P20,Male,2013,LBR,322109.585975125,2327748.59927983,0.138378167674456,P20 Male
Completed secondary education,Not P20,Female,2013,LBR,706363.375804271,1769600.35100834,0.399165481291736,Not P20 Female
Completed secondary education,P20,Female,2013,LBR,326732.663631076,2250651.90917163,0.145172455278228,P20 Female
Completed secondary education,Not P20,Male,2014,LBR,908606.701571324,1930865.64616729,0.470569613880117,Not P20 Male
Completed secondary education,P20,Male,2014,LBR,330288.638418722,2408881.72676345,0.137112849812886,P20 Male
Completed secondary education,Not P20,Female,2014,LBR,743886.007532202,1793854.28327198,0.414685860757519,Not P20 Female
Completed secondary education,P20,Female,2014,LBR,355568.652398512,2360222.96451216,0.150650450294218,P20 Female
Completed secondary education,Not P20,Male,2015,LBR,922393.15946044,1929501.38518827,0.478047420199411,Not P20 Male
Completed secondary education,P20,Male,2015,LBR,360135.27870197,2526738.85897571,0.142529679085223,P20 Male
Completed secondary education,Not P20,Female,2015,LBR,748056.339472628,1757302.6473182,0.425684409349879,Not P20 Female
Completed secondary education,P20,Female,2015,LBR,389512.445511799,2499205.35527169,0.155854517793099,P20 Female
Completed secondary education,Not P20,Male,2016,LBR,930098.469440763,1900065.96667683,0.489508514837242,Not P20 Male
Completed secondary education,P20,Male,2016,LBR,388965.92103554,2670207.62618741,0.145668792651497,P20 Male
Completed secondary education,Not P20,Female,2016,LBR,750128.230322295,1702585.83205513,0.440581741137151,Not P20 Female
Completed secondary education,P20,Female,2016,LBR,425280.261678615,2663948.059051,0.159642850480394,P20 Female
Completed secondary education,Not P20,Male,2017,LBR,930252.676872057,1829915.65380664,0.508358226750463,Not P20 Male
Completed secondary education,P20,Male,2017,LBR,408271.864249491,2845672.93294304,0.143471113466033,P20 Male
Completed secondary education,Not P20,Female,2017,LBR,759991.375541304,1695574.98930407,0.448220444589852,Not P20 Female
Completed secondary education,P20,Female,2017,LBR,452946.837778983,2785320.121652,0.162619310526625,P20 Female
Completed secondary education,Not P20,Male,2018,LBR,928783.88143773,1749383.64919217,0.530920637029291,Not P20 Male
Completed secondary education,P20,Male,2018,LBR,452427.656199809,3013704.88987487,0.150123410463921,P20 Male
Completed secondary education,Not P20,Female,2018,LBR,779899.386950284,1657607.59781677,0.470496990950986,Not P20 Female
Completed secondary education,P20,Female,2018,LBR,494170.012596438,2958361.04825267,0.167041819621143,P20 Female
Completed secondary education,Not P20,Male,2000,LSO,432209.283754528,1082650.09538327,0.399214192653371,Not P20 Male
Completed secondary education,P20,Male,2000,LSO,90677.1245497248,842506.067988041,0.10762785930583,P20 Male
Completed secondary education,Not P20,Female,2000,LSO,437448.483404849,1100695.05673003,0.39742931589466,Not P20 Female
Completed secondary education,P20,Female,2000,LSO,87120.9283462053,842809.284321618,0.103369682758454,P20 Female
Completed secondary education,Not P20,Male,2001,LSO,429234.238022542,1056001.52757933,0.406471228319599,Not P20 Male
Completed secondary education,P20,Male,2001,LSO,98312.48912234,873151.231277914,0.112595030048178,P20 Male
Completed secondary education,Not P20,Female,2001,LSO,427088.598456079,1071120.36854937,0.3987307225186,Not P20 Female
Completed secondary education,P20,Female,2001,LSO,91094.4721530336,872153.253194499,0.104447781189115,P20 Female
Completed secondary education,Not P20,Male,2002,LSO,422873.793545606,1025442.70190427,0.412381689157592,Not P20 Male
Completed secondary education,P20,Male,2002,LSO,105945.131464965,897583.548374757,0.118033726951434,P20 Male
Completed secondary education,Not P20,Female,2002,LSO,423268.688357031,1036935.34297953,0.408191977660644,Not P20 Female
Completed secondary education,P20,Female,2002,LSO,96952.8008485901,899246.757836077,0.107815568978969,P20 Female
Completed secondary education,Not P20,Male,2003,LSO,419851.957995762,1015107.08628998,0.413603612531404,Not P20 Male
Completed secondary education,P20,Male,2003,LSO,105095.801606508,890588.504055914,0.118007139243188,P20 Male
Completed secondary education,Not P20,Female,2003,LSO,423804.949315208,1036394.65725557,0.40892236017259,Not P20 Female
Completed secondary education,P20,Female,2003,LSO,97239.6622499639,893247.547633813,0.108860821960888,P20 Female
Completed secondary education,Not P20,Male,2004,LSO,420095.288887403,1020899.0568594,0.411495422652016,Not P20 Male
Completed secondary education,P20,Male,2004,LSO,106199.680152994,887398.500397465,0.119675298195148,P20 Male
Completed secondary education,Not P20,Female,2004,LSO,429386.70719001,1014964.26290935,0.423055986187329,Not P20 Female
Completed secondary education,P20,Female,2004,LSO,99923.0188089505,891749.251288881,0.112052820526093,P20 Female
Completed secondary education,Not P20,Male,2005,LSO,431907.427414274,1008473.35327644,0.428278472615113,Not P20 Male
Completed secondary education,P20,Male,2005,LSO,106388.098463838,891320.928666318,0.119360036370992,P20 Male
Completed secondary education,Not P20,Female,2005,LSO,431329.597767088,1003621.52455132,0.429773163703238,Not P20 Female
Completed secondary education,P20,Female,2005,LSO,102518.456297868,890558.864014592,0.115116990510565,P20 Female
Completed secondary education,Not P20,Male,2006,LSO,443942.15632016,1039790.76827951,0.426953354331786,Not P20 Male
Completed secondary education,P20,Male,2006,LSO,98505.0696966447,864580.044743503,0.113934007956277,P20 Male
Completed secondary education,Not P20,Female,2006,LSO,449401.044320066,1024058.96158083,0.438842938912745,Not P20 Female
Completed secondary education,P20,Female,2006,LSO,87373.2971281961,856009.096766576,0.102070524084654,P20 Female
Completed secondary education,Not P20,Male,2007,LSO,449271.170454558,1067617.27774978,0.420816691353559,Not P20 Male
Completed secondary education,P20,Male,2007,LSO,88156.3308984516,845615.997884271,0.104251020698542,P20 Male
Completed secondary education,Not P20,Female,2007,LSO,460542.690794119,1079152.13247042,0.426763453397282,Not P20 Female
Completed secondary education,P20,Female,2007,LSO,70829.4924990724,791852.359368954,0.0894478518135856,P20 Female
Completed secondary education,Not P20,Male,2008,LSO,453267.926358789,1112124.33991925,0.407569468708597,Not P20 Male
Completed secondary education,P20,Male,2008,LSO,84284.3871707178,811640.265281501,0.103844511880501,P20 Male
Completed secondary education,Not P20,Female,2008,LSO,454126.065443554,1090736.3537264,0.416348152229521,Not P20 Female
Completed secondary education,P20,Female,2008,LSO,65483.2972893441,769279.930580057,0.0851228462959745,P20 Female
Completed secondary education,Not P20,Male,2009,LSO,450711.423315376,1114330.63700152,0.404468304423689,Not P20 Male
Completed secondary education,P20,Male,2009,LSO,77502.9314920441,802639.07855165,0.096560127164375,P20 Male
Completed secondary education,Not P20,Female,2009,LSO,450245.194219755,1094107.59533382,0.411518205467151,Not P20 Female
Completed secondary education,P20,Female,2009,LSO,63472.9936551606,768212.59012404,0.082624255930135,P20 Female
Completed secondary education,Not P20,Male,2010,LSO,453625.514228901,1128181.05153086,0.402085741125829,Not P20 Male
Completed secondary education,P20,Male,2010,LSO,70749.3954805844,808099.967872739,0.0875503010683527,P20 Male
Completed secondary education,Not P20,Female,2010,LSO,446692.539233611,1106447.82311392,0.403717671906542,Not P20 Female
Completed secondary education,P20,Female,2010,LSO,57550.0936318176,743979.080067324,0.0773544514539438,P20 Female
Completed secondary education,Not P20,Male,2011,LSO,219561.036618078,695384.889134263,0.315740304468546,Not P20 Male
Completed secondary education,P20,Male,2011,LSO,25660.7204999854,578537.568692588,0.0443544583595063,P20 Male
Completed secondary education,Not P20,Female,2011,LSO,210551.345121598,709959.037086731,0.296568300596019,Not P20 Female
Completed secondary education,P20,Female,2011,LSO,22231.7646252277,558445.370808853,0.0398100974371534,P20 Female
Completed secondary education,Not P20,Male,2012,LSO,224898.800307086,722291.935272345,0.311368283825966,Not P20 Male
Completed secondary education,P20,Male,2012,LSO,22993.0414027528,576430.433624808,0.0398886666308786,P20 Male
Completed secondary education,Not P20,Female,2012,LSO,215701.555448323,737186.328314846,0.292601133747829,Not P20 Female
Completed secondary education,P20,Female,2012,LSO,19604.5582253759,548240.84368747,0.0357590253464436,P20 Female
Completed secondary education,Not P20,Male,2013,LSO,227910.83903838,711566.429789833,0.320294535403666,Not P20 Male
Completed secondary education,P20,Male,2013,LSO,25566.2695106938,611415.767304441,0.0418148678491041,P20 Male
Completed secondary education,Not P20,Female,2013,LSO,218003.209531941,733617.730059842,0.297161860461249,Not P20 Female
Completed secondary education,P20,Female,2013,LSO,22017.7020783571,580369.07820627,0.0379374141475742,P20 Female
Completed secondary education,Not P20,Male,2014,LSO,339433.378390349,1023247.03105861,0.331721830689491,Not P20 Male
Completed secondary education,P20,Male,2014,LSO,36123.8926486089,902776.692799155,0.040014206100739,P20 Male
Completed secondary education,Not P20,Female,2014,LSO,322009.788162314,1059992.85492164,0.303784866725462,Not P20 Female
Completed secondary education,P20,Female,2014,LSO,34165.5130959349,888747.454324538,0.0384423189396376,P20 Female
Completed secondary education,Not P20,Male,2015,LSO,338706.779659259,1019568.76216267,0.332205921002137,Not P20 Male
Completed secondary education,P20,Male,2015,LSO,38178.9827555747,922522.535597607,0.0413854201738741,P20 Male
Completed secondary education,Not P20,Female,2015,LSO,323080.454801776,1058536.26713884,0.305214346292586,Not P20 Female
Completed secondary education,P20,Female,2015,LSO,35303.0345463054,903808.423005858,0.0390603070824409,P20 Female
Completed secondary education,Not P20,Male,2016,LSO,339778.873011679,1022426.49976061,0.332325964840733,Not P20 Male
Completed secondary education,P20,Male,2016,LSO,39420.0851281299,937979.436532694,0.0420265984442569,P20 Male
Completed secondary education,Not P20,Female,2016,LSO,325058.656704826,1064705.82167854,0.305303728115587,Not P20 Female
Completed secondary education,P20,Female,2016,LSO,35519.1703980135,909969.639139834,0.0390333576750854,P20 Female
Completed secondary education,Not P20,Male,2017,LSO,340853.71261325,1016624.91445763,0.335279716015121,Not P20 Male
Completed secondary education,P20,Male,2017,LSO,40336.4743152084,958216.962696388,0.0420953457155497,P20 Male
Completed secondary education,Not P20,Female,2017,LSO,326757.740921003,1063106.73802024,0.307361179489377,Not P20 Female
